Date,Rented Bike Count,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
21/10/2018,1027,22,12.2,57,0.0,1544,3.9,0.0,0.0,0.0,Autumn,No Holiday,1
21/10/2018,726,23,11.8,56,0.0,1655,3.2,0.0,0.0,0.0,Autumn,No Holiday,1
22/10/2018,625,0,11.4,56,0.2,1778,2.9,0.0,0.0,0.0,Autumn,No Holiday,1
22/10/2018,374,1,10.7,57,0.9,1828,2.5,0.0,0.0,0.0,Autumn,No Holiday,1
22/10/2018,255,2,10.5,57,0.2,1837,2.3,0.0,0.0,0.0,Autumn,No Holiday,1
22/10/2018,177,3,10.2,60,1.0,1796,2.7,0.0,0.0,0.0,Autumn,No Holiday,1
22/10/2018,112,4,10.0,62,0.6,1759,3.0,0.0,0.0,0.0,Autumn,No Holiday,1
22/10/2018,204,5,9.4,65,0.8,1659,3.1,0.0,0.0,0.0,Autumn,No Holiday,1
22/10/2018,515,6,9.2,65,0.8,1689,2.9,0.0,0.0,0.0,Autumn,No Holiday,1
22/10/2018,1246,7,8.9,67,0.8,1557,3.0,0.0,0.0,0.0,Autumn,No Holiday,1
22/10/2018,2113,8,9.7,58,0.6,1559,1.8,0.22,0.0,0.0,Autumn,No Holiday,1
22/10/2018,1106,9,11.9,50,1.1,1529,1.7,0.75,0.0,0.0,Autumn,No Holiday,1
22/10/2018,819,10,14.6,43,0.7,1339,2.1,1.35,0.0,0.0,Autumn,No Holiday,1
22/10/2018,943,11,16.7,37,0.7,1074,1.9,1.74,0.0,0.0,Autumn,No Holiday,1
22/10/2018,1036,12,18.2,34,1.0,758,2.0,2.03,0.0,0.0,Autumn,No Holiday,1
22/10/2018,1066,13,19.4,35,1.2,678,3.5,1.73,0.0,0.0,Autumn,No Holiday,1
22/10/2018,1762,14,20.6,30,2.2,839,2.3,1.69,0.0,0.0,Autumn,No Holiday,1
22/10/2018,2382,15,20.2,31,1.6,855,2.5,1.25,0.0,0.0,Autumn,No Holiday,1
22/10/2018,1466,16,19.7,34,1.6,688,3.3,0.88,0.0,0.0,Autumn,No Holiday,1
22/10/2018,1906,17,18.9,35,1.7,720,3.0,0.41,0.0,0.0,Autumn,No Holiday,1
22/10/2018,2615,18,17.3,43,0.9,783,4.5,0.08,0.0,0.0,Autumn,No Holiday,1
22/10/2018,1862,19,15.6,44,1.5,828,3.3,0.0,0.0,0.0,Autumn,No Holiday,1
22/10/2018,1595,20,14.5,51,1.4,751,4.4,0.0,0.0,0.0,Autumn,No Holiday,1
22/10/2018,1515,21,13.4,56,0.7,758,4.7,0.0,0.0,0.0,Autumn,No Holiday,1
22/10/2018,1362,22,12.7,60,0.0,680,5.1,0.0,0.0,0.0,Autumn,No Holiday,1
22/10/2018,918,23,12.0,59,0.4,685,4.2,0.0,0.0,0.0,Autumn,No Holiday,1
23/10/2018,728,0,11.6,61,0.7,673,4.3,0.0,0.0,0.0,Autumn,No Holiday,1
23/10/2018,549,1,11.1,62,0.2,666,4.0,0.0,0.0,0.0,Autumn,No Holiday,1
23/10/2018,358,2,10.6,68,0.9,603,4.9,0.0,0.0,0.0,Autumn,No Holiday,1
23/10/2018,245,3,10.1,70,1.1,606,4.8,0.0,0.0,0.0,Autumn,No Holiday,1
23/10/2018,172,4,10.0,73,0.9,622,5.3,0.0,0.0,0.0,Autumn,No Holiday,1
23/10/2018,195,5,10.0,73,0.5,593,5.3,0.0,0.0,0.0,Autumn,No Holiday,1
23/10/2018,458,6,9.9,75,1.0,560,5.6,0.0,0.0,0.0,Autumn,No Holiday,1
23/10/2018,841,7,10.4,71,0.6,557,5.3,0.0,0.0,0.0,Autumn,No Holiday,1
23/10/2018,1425,8,11.0,78,0.8,412,7.3,0.03,0.0,0.0,Autumn,No Holiday,1
23/10/2018,1028,9,11.7,77,0.8,394,7.7,0.25,0.0,0.0,Autumn,No Holiday,1
23/10/2018,737,10,13.8,65,1.1,475,7.3,1.06,0.0,0.0,Autumn,No Holiday,1
23/10/2018,83,11,13.0,70,5.0,989,7.6,0.5,0.0,0.0,Autumn,No Holiday,1
23/10/2018,365,12,11.5,90,1.2,973,9.9,0.06,5.0,0.0,Autumn,No Holiday,1
23/10/2018,654,13,13.5,82,0.8,962,10.4,1.33,0.0,0.0,Autumn,No Holiday,1
23/10/2018,839,14,15.1,71,0.9,973,9.8,1.62,0.0,0.0,Autumn,No Holiday,1
23/10/2018,1012,15,16.6,68,1.5,955,10.6,1.55,0.0,0.0,Autumn,No Holiday,1
23/10/2018,1296,16,16.1,70,1.3,898,10.6,0.83,0.0,0.0,Autumn,No Holiday,1
23/10/2018,1606,17,15.7,63,3.2,1118,8.6,0.39,0.0,0.0,Autumn,No Holiday,1
23/10/2018,2417,18,14.5,71,2.1,1235,9.2,0.06,0.0,0.0,Autumn,No Holiday,1
23/10/2018,1687,19,14.0,70,1.6,1265,8.6,0.0,0.0,0.0,Autumn,No Holiday,1
23/10/2018,1435,20,13.6,70,1.4,1392,8.2,0.0,0.0,0.0,Autumn,No Holiday,1
23/10/2018,1382,21,12.6,70,1.2,1425,7.2,0.0,0.0,0.0,Autumn,No Holiday,1
23/10/2018,1259,22,12.3,73,0.9,1392,7.5,0.0,0.0,0.0,Autumn,No Holiday,1
23/10/2018,878,23,11.2,78,0.5,802,7.4,0.0,0.0,0.0,Autumn,No Holiday,1
24/10/2018,710,0,10.8,80,1.0,1151,7.4,0.0,0.0,0.0,Autumn,No Holiday,1
24/10/2018,575,1,10.2,84,1.2,1036,7.6,0.0,0.0,0.0,Autumn,No Holiday,1
24/10/2018,373,2,9.5,87,1.0,919,7.4,0.0,0.0,0.0,Autumn,No Holiday,1
24/10/2018,251,3,9.4,85,1.6,983,6.9,0.0,0.0,0.0,Autumn,No Holiday,1
24/10/2018,164,4,9.0,87,0.6,972,6.9,0.0,0.0,0.0,Autumn,No Holiday,1
24/10/2018,166,5,8.5,87,1.2,1046,6.4,0.0,0.0,0.0,Autumn,No Holiday,1
24/10/2018,455,6,8.1,88,0.9,831,6.2,0.0,0.0,0.0,Autumn,No Holiday,1
24/10/2018,1167,7,7.8,90,0.6,763,6.2,0.0,0.0,0.0,Autumn,No Holiday,1
24/10/2018,2110,8,8.1,85,1.2,772,5.7,0.26,0.0,0.0,Autumn,No Holiday,1
24/10/2018,1153,9,10.1,72,1.1,728,5.2,0.9,0.0,0.0,Autumn,No Holiday,1
24/10/2018,813,10,13.0,63,0.9,854,6.1,1.5,0.0,0.0,Autumn,No Holiday,1
24/10/2018,942,11,15.7,53,1.0,1172,6.1,1.99,0.0,0.0,Autumn,No Holiday,1
24/10/2018,2341,12,16.8,48,1.6,1673,5.7,2.1,0.0,0.0,Autumn,No Holiday,1
24/10/2018,1108,13,17.2,43,2.3,1835,4.4,1.68,0.0,0.0,Autumn,No Holiday,1
24/10/2018,2365,14,17.6,39,2.5,1964,3.4,1.63,0.0,0.0,Autumn,No Holiday,1
24/10/2018,1801,15,18.0,40,3.0,1808,4.1,1.71,0.0,0.0,Autumn,No Holiday,1
24/10/2018,2707,16,18.2,42,1.3,1976,5.0,1.22,0.0,0.0,Autumn,No Holiday,1
24/10/2018,1906,17,17.0,47,2.2,1989,5.5,0.59,0.0,0.0,Autumn,No Holiday,1
24/10/2018,4423,18,15.1,53,1.7,2000,5.5,0.06,0.0,0.0,Autumn,No Holiday,1
24/10/2018,1829,19,13.9,61,1.9,2000,6.4,0.0,0.0,0.0,Autumn,No Holiday,1
24/10/2018,1558,20,13.1,63,0.4,2000,6.2,0.0,0.0,0.0,Autumn,No Holiday,1
24/10/2018,1466,21,12.1,67,1.0,1977,6.1,0.0,0.0,0.0,Autumn,No Holiday,1
24/10/2018,1283,22,11.6,71,0.2,1858,6.5,0.0,0.0,0.0,Autumn,No Holiday,1
24/10/2018,886,23,11.0,74,0.1,1817,6.5,0.0,0.0,0.0,Autumn,No Holiday,1
25/10/2018,731,0,10.5,75,0.3,1800,6.2,0.0,0.0,0.0,Autumn,No Holiday,1
25/10/2018,574,1,10.0,78,0.4,1669,6.3,0.0,0.0,0.0,Autumn,No Holiday,1
25/10/2018,423,2,9.1,79,0.5,1625,5.6,0.0,0.0,0.0,Autumn,No Holiday,1
25/10/2018,268,3,9.1,79,0.2,1689,5.6,0.0,0.0,0.0,Autumn,No Holiday,1
25/10/2018,163,4,8.5,83,1.2,1577,5.7,0.0,0.0,0.0,Autumn,No Holiday,1
25/10/2018,195,5,7.8,85,0.9,1542,5.4,0.0,0.0,0.0,Autumn,No Holiday,1
25/10/2018,452,6,7.5,86,1.3,1301,5.3,0.0,0.0,0.0,Autumn,No Holiday,1
25/10/2018,1253,7,7.3,85,1.4,1039,4.9,0.0,0.0,0.0,Autumn,No Holiday,1
25/10/2018,2072,8,7.9,76,1.2,1290,3.9,0.25,0.0,0.0,Autumn,No Holiday,1
25/10/2018,1170,9,10.3,64,1.0,1544,3.7,0.91,0.0,0.0,Autumn,No Holiday,1
25/10/2018,781,10,13.4,53,1.1,1768,4.0,1.53,0.0,0.0,Autumn,No Holiday,1
25/10/2018,958,11,16.4,43,0.7,1713,3.7,1.96,0.0,0.0,Autumn,No Holiday,1
25/10/2018,2403,12,18.2,37,1.4,1861,3.2,2.25,0.0,0.0,Autumn,No Holiday,1
25/10/2018,3566,13,19.4,32,1.1,1787,2.2,2.31,0.0,0.0,Autumn,No Holiday,1
25/10/2018,3003,14,20.6,31,1.4,1562,2.8,1.7,0.0,0.0,Autumn,No Holiday,1
25/10/2018,3086,15,20.6,32,1.4,1651,3.3,1.4,0.0,0.0,Autumn,No Holiday,1
25/10/2018,3339,16,20.4,32,0.9,1720,3.1,0.84,0.0,0.0,Autumn,No Holiday,1
25/10/2018,1963,17,19.2,36,0.7,1643,3.7,0.38,0.0,0.0,Autumn,No Holiday,1
25/10/2018,2634,18,17.3,39,1.3,1641,3.1,0.03,0.0,0.0,Autumn,No Holiday,1
25/10/2018,3183,19,16.4,47,1.0,1694,5.0,0.0,0.0,0.0,Autumn,No Holiday,1
25/10/2018,1598,20,15.3,50,0.5,1647,4.9,0.0,0.0,0.0,Autumn,No Holiday,1
25/10/2018,1515,21,14.5,50,0.7,1741,4.1,0.0,0.0,0.0,Autumn,No Holiday,1
25/10/2018,1318,22,13.6,56,1.0,1611,4.9,0.0,0.0,0.0,Autumn,No Holiday,1
25/10/2018,921,23,12.5,59,0.8,1602,4.6,0.0,0.0,0.0,Autumn,No Holiday,1
26/10/2018,755,0,12.5,57,0.9,1877,4.1,0.0,0.0,0.0,Autumn,No Holiday,1
26/10/2018,631,1,12.7,56,1.2,1952,4.1,0.0,0.0,0.0,Autumn,No Holiday,1
26/10/2018,436,2,12.8,59,0.9,1804,4.9,0.0,0.0,0.0,Autumn,No Holiday,1
26/10/2018,329,3,12.8,57,0.5,1715,4.4,0.0,0.0,0.0,Autumn,No Holiday,1
26/10/2018,187,4,12.6,60,0.6,1648,5.0,0.0,0.0,0.0,Autumn,No Holiday,1
26/10/2018,180,5,12.4,60,0.8,1563,4.8,0.0,0.0,0.0,Autumn,No Holiday,1
26/10/2018,378,6,12.6,64,1.3,1348,5.9,0.0,0.0,0.0,Autumn,No Holiday,1
26/10/2018,558,7,12.6,63,0.8,1265,5.7,0.0,0.0,0.0,Autumn,No Holiday,1
26/10/2018,558,8,12.1,81,0.8,706,8.9,0.0,0.5,0.0,Autumn,No Holiday,1
26/10/2018,146,9,12.0,86,0.8,405,9.7,0.07,0.5,0.0,Autumn,No Holiday,1
26/10/2018,193,10,12.9,84,1.0,534,10.2,0.27,0.0,0.0,Autumn,No Holiday,1
26/10/2018,56,11,12.4,87,1.0,317,10.2,0.24,1.0,0.0,Autumn,No Holiday,1
26/10/2018,31,12,12.4,90,1.1,297,10.7,0.19,1.0,0.0,Autumn,No Holiday,1
26/10/2018,20,13,12.6,87,2.3,539,10.4,0.13,1.5,0.0,Autumn,No Holiday,1
26/10/2018,149,14,12.7,95,1.9,255,11.9,0.09,5.5,0.0,Autumn,No Holiday,1
26/10/2018,578,15,14.0,87,1.2,1482,11.8,0.68,1.0,0.0,Autumn,No Holiday,1
26/10/2018,902,16,14.5,81,1.8,1588,11.2,0.78,0.0,0.0,Autumn,No Holiday,1
26/10/2018,1388,17,14.3,77,2.9,1966,10.3,0.5,0.0,0.0,Autumn,No Holiday,1
26/10/2018,1884,18,13.1,74,1.6,1989,8.5,0.05,0.0,0.0,Autumn,No Holiday,1
26/10/2018,1230,19,12.9,66,2.5,1997,6.6,0.0,0.0,0.0,Autumn,No Holiday,1
26/10/2018,1005,20,12.2,67,5.4,1956,6.2,0.0,0.0,0.0,Autumn,No Holiday,1
26/10/2018,544,21,10.6,70,2.4,2000,5.3,0.0,0.0,0.0,Autumn,No Holiday,1
26/10/2018,682,22,10.5,72,2.4,2000,5.6,0.0,0.0,0.0,Autumn,No Holiday,1
26/10/2018,605,23,10.2,64,3.9,2000,3.6,0.0,0.0,0.0,Autumn,No Holiday,1
27/10/2018,642,0,9.9,65,3.2,2000,3.6,0.0,0.0,0.0,Autumn,No Holiday,1
27/10/2018,587,1,9.9,62,3.5,2000,2.9,0.0,0.0,0.0,Autumn,No Holiday,1
27/10/2018,480,2,9.5,58,3.0,2000,1.6,0.0,0.0,0.0,Autumn,No Holiday,1
27/10/2018,348,3,9.1,60,2.8,2000,1.7,0.0,0.0,0.0,Autumn,No Holiday,1
27/10/2018,235,4,8.8,61,2.8,2000,1.6,0.0,0.0,0.0,Autumn,No Holiday,1
27/10/2018,148,5,8.0,65,1.6,2000,1.8,0.0,0.0,0.0,Autumn,No Holiday,1
27/10/2018,199,6,7.4,66,2.3,2000,1.4,0.0,0.0,0.0,Autumn,No Holiday,1
27/10/2018,390,7,7.3,65,3.2,2000,1.1,0.0,0.0,0.0,Autumn,No Holiday,1
27/10/2018,715,8,7.7,62,2.4,1985,0.8,0.23,0.0,0.0,Autumn,No Holiday,1
27/10/2018,787,9,8.3,55,4.0,1853,-0.2,0.89,0.0,0.0,Autumn,No Holiday,1
27/10/2018,900,10,9.5,46,3.7,1871,-1.5,1.49,0.0,0.0,Autumn,No Holiday,1
27/10/2018,1636,11,10.4,42,4.1,1988,-1.9,2.01,0.0,0.0,Autumn,No Holiday,1
27/10/2018,1716,12,10.4,41,4.9,1966,-2.3,1.33,0.0,0.0,Autumn,No Holiday,1
27/10/2018,1120,13,10.6,38,4.6,2000,-3.1,1.63,0.0,0.0,Autumn,No Holiday,1
27/10/2018,1185,14,10.8,37,4.4,2000,-3.3,1.29,0.0,0.0,Autumn,No Holiday,1
27/10/2018,1894,15,11.4,32,3.8,2000,-4.7,1.21,0.0,0.0,Autumn,No Holiday,1
27/10/2018,1310,16,10.6,35,3.3,2000,-4.2,1.02,0.0,0.0,Autumn,No Holiday,1
27/10/2018,1178,17,9.5,34,5.7,2000,-5.6,0.45,0.0,0.0,Autumn,No Holiday,1
27/10/2018,1056,18,8.9,39,3.5,2000,-4.3,0.05,0.0,0.0,Autumn,No Holiday,1
27/10/2018,1504,19,8.0,42,2.9,2000,-4.1,0.0,0.0,0.0,Autumn,No Holiday,1
27/10/2018,777,20,7.6,44,4.2,2000,-3.8,0.0,0.0,0.0,Autumn,No Holiday,1
27/10/2018,777,21,7.3,49,3.4,2000,-2.7,0.0,0.0,0.0,Autumn,No Holiday,1
27/10/2018,754,22,6.6,51,1.8,2000,-2.8,0.0,0.0,0.0,Autumn,No Holiday,1
27/10/2018,660,23,6.3,52,1.8,2000,-2.8,0.0,0.0,0.0,Autumn,No Holiday,1
28/10/2018,701,0,6.7,55,1.5,2000,-1.7,0.0,0.0,0.0,Autumn,No Holiday,1
28/10/2018,533,1,6.9,55,1.8,2000,-1.5,0.0,0.0,0.0,Autumn,No Holiday,1
28/10/2018,452,2,6.6,59,0.4,2000,-0.8,0.0,0.0,0.0,Autumn,No Holiday,1
28/10/2018,301,3,6.2,59,0.6,2000,-1.2,0.0,0.0,0.0,Autumn,No Holiday,1
28/10/2018,150,4,6.8,65,1.1,2000,0.6,0.0,0.0,0.0,Autumn,No Holiday,1
28/10/2018,29,5,7.2,68,2.5,1740,1.6,0.0,0.0,0.0,Autumn,No Holiday,1
28/10/2018,57,6,6.9,86,1.7,1988,4.7,0.0,1.5,0.0,Autumn,No Holiday,1
28/10/2018,136,7,6.9,88,0.9,1991,5.0,0.0,0.0,0.0,Autumn,No Holiday,1
28/10/2018,76,8,6.8,89,1.4,1856,5.1,0.05,0.0,0.0,Autumn,No Holiday,1
28/10/2018,197,9,7.3,90,1.1,1889,5.7,0.12,2.5,0.0,Autumn,No Holiday,1
28/10/2018,332,10,8.2,89,0.4,1365,6.4,0.39,0.0,0.0,Autumn,No Holiday,1
28/10/2018,546,11,9.4,86,1.2,1220,7.1,0.75,0.0,0.0,Autumn,No Holiday,1
28/10/2018,632,12,11.9,74,1.6,1801,7.4,1.84,0.0,0.0,Autumn,No Holiday,1
28/10/2018,918,13,12.1,75,1.2,1775,7.7,0.99,0.0,0.0,Autumn,No Holiday,1
28/10/2018,964,14,12.4,72,1.9,1860,7.4,1.06,0.0,0.0,Autumn,No Holiday,1
28/10/2018,950,15,12.2,67,3.3,2000,6.2,0.86,0.0,0.0,Autumn,No Holiday,1
28/10/2018,387,16,12.2,65,1.9,2000,5.8,0.52,0.0,0.0,Autumn,No Holiday,1
28/10/2018,537,17,9.4,85,1.2,2000,6.9,0.07,1.5,0.0,Autumn,No Holiday,1
28/10/2018,653,18,8.9,85,1.8,2000,6.5,0.01,0.0,0.0,Autumn,No Holiday,1
28/10/2018,647,19,8.4,85,1.2,2000,6.0,0.0,0.0,0.0,Autumn,No Holiday,1
28/10/2018,626,20,8.2,82,2.8,2000,5.3,0.0,0.0,0.0,Autumn,No Holiday,1
28/10/2018,672,21,7.6,75,1.1,2000,3.4,0.0,0.0,0.0,Autumn,No Holiday,1
28/10/2018,627,22,6.7,76,0.6,2000,2.7,0.0,0.0,0.0,Autumn,No Holiday,1
28/10/2018,514,23,6.0,74,1.1,2000,1.7,0.0,0.0,0.0,Autumn,No Holiday,1
29/10/2018,436,0,5.3,81,1.7,1993,2.2,0.0,0.0,0.0,Autumn,No Holiday,1
29/10/2018,328,1,5.1,83,1.1,1989,2.4,0.0,0.0,0.0,Autumn,No Holiday,1
29/10/2018,186,2,4.7,81,1.0,1918,1.7,0.0,0.0,0.0,Autumn,No Holiday,1
29/10/2018,125,3,5.0,67,0.8,2000,-0.6,0.0,0.0,0.0,Autumn,No Holiday,1
29/10/2018,119,4,5.6,66,0.7,2000,-0.2,0.0,0.0,0.0,Autumn,No Holiday,1
29/10/2018,163,5,5.1,76,0.7,2000,1.2,0.0,0.0,0.0,Autumn,No Holiday,1
29/10/2018,438,6,4.7,76,0.6,2000,0.8,0.0,0.0,0.0,Autumn,No Holiday,1
29/10/2018,1072,7,4.6,76,0.7,2000,0.7,0.0,0.0,0.0,Autumn,No Holiday,1
29/10/2018,1890,8,5.1,67,0.3,1981,-0.5,0.24,0.0,0.0,Autumn,No Holiday,1
29/10/2018,1023,9,7.5,53,1.6,1981,-1.4,1.01,0.0,0.0,Autumn,No Holiday,1
29/10/2018,773,10,9.6,43,1.8,1930,-2.3,1.49,0.0,0.0,Autumn,No Holiday,1
29/10/2018,798,11,11.0,46,2.6,1946,-0.1,1.97,0.0,0.0,Autumn,No Holiday,1
29/10/2018,739,12,10.8,49,2.7,2000,0.4,1.45,0.0,0.0,Autumn,No Holiday,1
29/10/2018,817,13,10.4,49,2.7,2000,0.1,0.54,0.0,0.0,Autumn,No Holiday,1
29/10/2018,840,14,11.3,39,3.7,2000,-2.1,1.18,0.0,0.0,Autumn,No Holiday,1
29/10/2018,886,15,11.0,46,3.4,2000,-0.1,0.57,0.0,0.0,Autumn,No Holiday,1
29/10/2018,1071,16,11.3,41,3.6,2000,-1.4,0.94,0.0,0.0,Autumn,No Holiday,1
29/10/2018,1914,17,10.0,43,4.9,2000,-2.0,0.43,0.0,0.0,Autumn,No Holiday,1
29/10/2018,1989,18,9.4,51,3.4,2000,-0.2,0.02,0.0,0.0,Autumn,No Holiday,1
29/10/2018,1379,19,8.1,53,3.7,2000,-0.9,0.0,0.0,0.0,Autumn,No Holiday,1
29/10/2018,1028,20,6.8,59,3.2,2000,-0.6,0.0,0.0,0.0,Autumn,No Holiday,1
29/10/2018,981,21,5.7,61,2.3,2000,-1.2,0.0,0.0,0.0,Autumn,No Holiday,1
29/10/2018,908,22,5.1,58,2.2,2000,-2.4,0.0,0.0,0.0,Autumn,No Holiday,1
29/10/2018,660,23,4.3,58,1.4,2000,-3.2,0.0,0.0,0.0,Autumn,No Holiday,1
30/10/2018,490,0,3.4,55,1.5,2000,-4.8,0.0,0.0,0.0,Autumn,No Holiday,1
30/10/2018,442,1,3.0,55,1.0,2000,-5.1,0.0,0.0,0.0,Autumn,No Holiday,1
30/10/2018,285,2,2.1,56,0.5,2000,-5.7,0.0,0.0,0.0,Autumn,No Holiday,1
30/10/2018,184,3,1.7,59,0.5,2000,-5.4,0.0,0.0,0.0,Autumn,No Holiday,1
30/10/2018,152,4,1.6,63,0.3,2000,-4.6,0.0,0.0,0.0,Autumn,No Holiday,1
30/10/2018,164,5,1.1,68,0.6,2000,-4.1,0.0,0.0,0.0,Autumn,No Holiday,1
30/10/2018,396,6,0.8,69,1.4,2000,-4.2,0.0,0.0,0.0,Autumn,No Holiday,1
30/10/2018,1007,7,1.3,65,1.2,2000,-4.5,0.0,0.0,0.0,Autumn,No Holiday,1
30/10/2018,1885,8,1.4,58,0.9,1883,-5.9,0.15,0.0,0.0,Autumn,No Holiday,1
30/10/2018,984,9,3.7,49,1.9,1961,-6.0,0.89,0.0,0.0,Autumn,No Holiday,1
30/10/2018,686,10,6.1,38,2.5,1914,-7.1,1.51,0.0,0.0,Autumn,No Holiday,1
30/10/2018,1422,11,7.5,36,1.4,1993,-6.6,1.98,0.0,0.0,Autumn,No Holiday,1
30/10/2018,1521,12,8.5,34,1.5,1892,-6.4,2.21,0.0,0.0,Autumn,No Holiday,1
30/10/2018,849,13,9.8,33,1.8,1937,-5.7,2.3,0.0,0.0,Autumn,No Holiday,1
30/10/2018,1543,14,10.7,33,1.7,2000,-4.9,2.12,0.0,0.0,Autumn,No Holiday,1
30/10/2018,1605,15,10.9,33,2.6,1963,-4.7,1.73,0.0,0.0,Autumn,No Holiday,1
30/10/2018,1750,16,11.0,34,2.3,1999,-4.2,1.16,0.0,0.0,Autumn,No Holiday,1
30/10/2018,1997,17,9.9,40,2.6,2000,-3.0,0.47,0.0,0.0,Autumn,No Holiday,1
30/10/2018,2076,18,8.4,52,2.6,2000,-0.9,0.03,0.0,0.0,Autumn,No Holiday,1
30/10/2018,1444,19,8.0,52,2.1,2000,-1.2,0.0,0.0,0.0,Autumn,No Holiday,1
30/10/2018,1188,20,7.6,59,1.1,2000,0.0,0.0,0.0,0.0,Autumn,No Holiday,1
30/10/2018,1149,21,7.6,55,2.0,2000,-0.8,0.0,0.0,0.0,Autumn,No Holiday,1
30/10/2018,950,22,7.6,50,1.8,2000,-2.1,0.0,0.0,0.0,Autumn,No Holiday,1
30/10/2018,529,23,7.7,50,1.0,1988,-2.0,0.0,0.0,0.0,Autumn,No Holiday,1
31/10/2018,296,0,7.1,59,1.7,2000,-0.3,0.0,0.0,0.0,Autumn,No Holiday,1
31/10/2018,326,1,6.6,66,1.0,2000,0.6,0.0,0.0,0.0,Autumn,No Holiday,1
31/10/2018,289,2,6.4,65,0.0,2000,0.2,0.0,0.0,0.0,Autumn,No Holiday,1
31/10/2018,229,3,5.6,69,0.1,2000,0.3,0.0,0.0,0.0,Autumn,No Holiday,1
31/10/2018,148,4,5.0,71,1.4,1994,0.1,0.0,0.0,0.0,Autumn,No Holiday,1
31/10/2018,143,5,4.1,74,0.9,2000,-0.1,0.0,0.0,0.0,Autumn,No Holiday,1
31/10/2018,404,6,3.6,75,0.8,2000,-0.4,0.0,0.0,0.0,Autumn,No Holiday,1
31/10/2018,1062,7,3.2,74,0.9,2000,-0.9,0.0,0.0,0.0,Autumn,No Holiday,1
31/10/2018,1909,8,3.7,67,1.8,1987,-1.8,0.15,0.0,0.0,Autumn,No Holiday,1
31/10/2018,998,9,5.1,56,1.8,1825,-2.9,0.89,0.0,0.0,Autumn,No Holiday,1
31/10/2018,719,10,7.2,49,2.2,1892,-2.8,1.51,0.0,0.0,Autumn,No Holiday,1
31/10/2018,820,11,8.7,41,2.6,1907,-3.8,1.96,0.0,0.0,Autumn,No Holiday,1
31/10/2018,909,12,10.0,39,2.0,2000,-3.3,2.2,0.0,0.0,Autumn,No Holiday,1
31/10/2018,1623,13,11.2,34,2.6,1940,-4.1,2.26,0.0,0.0,Autumn,No Holiday,1
31/10/2018,965,14,11.9,34,2.4,1835,-3.4,2.12,0.0,0.0,Autumn,No Holiday,1
31/10/2018,1634,15,12.0,35,3.0,1908,-3.0,1.72,0.0,0.0,Autumn,No Holiday,1
31/10/2018,1825,16,11.8,34,2.3,1979,-3.5,1.16,0.0,0.0,Autumn,No Holiday,1
31/10/2018,1464,17,11.3,41,1.8,2000,-1.4,0.51,0.0,0.0,Autumn,No Holiday,1
31/10/2018,2096,18,9.4,48,2.0,2000,-1.0,0.03,0.0,0.0,Autumn,No Holiday,1
31/10/2018,1509,19,8.4,53,1.0,2000,-0.6,0.0,0.0,0.0,Autumn,No Holiday,1
31/10/2018,1178,20,7.6,59,0.7,2000,0.0,0.0,0.0,0.0,Autumn,No Holiday,1
31/10/2018,1071,21,7.6,59,3.0,1929,0.0,0.0,0.0,0.0,Autumn,No Holiday,1
31/10/2018,1090,22,6.8,58,2.2,1936,-0.9,0.0,0.0,0.0,Autumn,No Holiday,1
31/10/2018,800,23,6.4,60,1.8,1930,-0.8,0.0,0.0,0.0,Autumn,No Holiday,1
01/11/2018,586,0,5.7,62,2.3,1909,-1.0,0.0,0.0,0.0,Autumn,No Holiday,1
01/11/2018,526,1,5.1,65,1.6,1932,-0.9,0.0,0.0,0.0,Autumn,No Holiday,1
01/11/2018,364,2,4.4,64,1.4,2000,-1.8,0.0,0.0,0.0,Autumn,No Holiday,1
01/11/2018,244,3,4.2,65,0.7,1962,-1.8,0.0,0.0,0.0,Autumn,No Holiday,1
01/11/2018,149,4,3.6,70,0.8,1934,-1.3,0.0,0.0,0.0,Autumn,No Holiday,1
01/11/2018,156,5,3.3,72,0.0,1946,-1.2,0.0,0.0,0.0,Autumn,No Holiday,1
01/11/2018,435,6,2.9,75,0.2,1761,-1.1,0.0,0.0,0.0,Autumn,No Holiday,1
01/11/2018,1057,7,2.5,75,0.5,1763,-1.4,0.0,0.0,0.0,Autumn,No Holiday,1
01/11/2018,1901,8,2.8,74,0.9,1366,-1.3,0.13,0.0,0.0,Autumn,No Holiday,1
01/11/2018,1013,9,4.7,60,0.9,1219,-2.4,0.82,0.0,0.0,Autumn,No Holiday,1
01/11/2018,698,10,8.1,51,0.7,1100,-1.4,1.38,0.0,0.0,Autumn,No Holiday,1
01/11/2018,854,11,11.1,46,1.6,1518,-0.1,1.84,0.0,0.0,Autumn,No Holiday,1
01/11/2018,928,12,12.6,36,2.6,1785,-2.1,2.14,0.0,0.0,Autumn,No Holiday,1
01/11/2018,1608,13,13.6,32,1.8,1814,-2.8,2.22,0.0,0.0,Autumn,No Holiday,1
01/11/2018,2255,14,14.9,31,2.5,1872,-2.1,2.06,0.0,0.0,Autumn,No Holiday,1
01/11/2018,2905,15,14.8,30,2.7,1990,-2.6,1.71,0.0,0.0,Autumn,No Holiday,1
01/11/2018,3017,16,14.7,32,2.0,1934,-1.8,1.13,0.0,0.0,Autumn,No Holiday,1
